t;U;U
[s];[V];[V]

11,520;-0,04;-0,01
11,530;-0,04;-0,01
11,540;-0,04;-0,01
11,550;-0,05;-0,02
11,560;-0,05;-0,02
11,570;-0,06;-0,02
11,580;-0,06;-0,03
11,590;-0,06;-0,03
11,600;-0,06;-0,03
11,610;-0,06;-0,03
11,620;-0,07;-0,04
11,630;-0,07;-0,04
11,640;-0,07;-0,04
11,650;-0,08;-0,04
11,660;-0,08;-0,05
11,670;-0,08;-0,05
11,680;-0,08;-0,05
11,690;-0,09;-0,05
11,700;-0,09;-0,05
11,710;-0,09;-0,06
11,720;-0,09;-0,06
11,730;-0,09;-0,06
11,740;-0,10;-0,06
11,750;-0,10;-0,06
11,760;-0,10;-0,06
11,770;-0,10;-0,06
11,780;-0,11;-0,07
11,790;-0,11;-0,07
11,800;-0,11;-0,07
11,810;-0,11;-0,07
11,820;-0,11;-0,07
11,830;-0,12;-0,07
11,840;-0,12;-0,08
11,850;-0,12;-0,08
11,860;-0,12;-0,08
11,870;-0,12;-0,08
11,880;-0,12;-0,08
11,890;-0,12;-0,08
11,900;-0,12;-0,08
11,910;-0,12;-0,08
11,920;-0,12;-0,08
11,930;-0,12;-0,08
11,940;-0,12;-0,08
11,950;-0,13;-0,08
11,960;-0,13;-0,08
11,970;-0,13;-0,08
11,980;-0,13;-0,08
11,990;-0,13;-0,08
12,000;-0,13;-0,08
12,010;-0,13;-0,08
12,020;-0,13;-0,08
12,030;-0,13;-0,08
12,040;-0,13;-0,08
12,050;-0,12;-0,07
12,060;-0,12;-0,07
12,070;-0,12;-0,07
12,080;-0,12;-0,07
12,090;-0,12;-0,07
12,100;-0,12;-0,07
12,110;-0,12;-0,07
12,120;-0,11;-0,06
12,130;-0,11;-0,06
12,140;-0,11;-0,06
12,150;-0,11;-0,06
12,160;-0,11;-0,06
12,170;-0,11;-0,06
12,180;-0,11;-0,06
12,190;-0,10;-0,05
12,200;-0,10;-0,05
12,210;-0,10;-0,05
12,220;-0,10;-0,05
12,230;-0,10;-0,04
12,240;-0,10;-0,04
12,250;-0,09;-0,04
12,260;-0,09;-0,04
12,270;-0,09;-0,04
12,280;-0,09;-0,03
12,290;-0,08;-0,03
12,300;-0,08;-0,03
12,310;-0,08;-0,02
12,320;-0,08;-0,02
12,330;-0,07;-0,02
12,340;-0,07;-0,01
12,350;-0,07;-0,01
12,360;-0,06;-0,01
12,370;-0,06;-0,01
12,380;-0,06;-0,01
12,390;-0,05;-0,00
12,400;-0,05;-0,00
12,410;-0,05;0,00
12,420;-0,04;0,00
12,430;-0,04;0,01
12,440;-0,04;0,01
12,450;-0,03;0,01
12,460;-0,03;0,01
12,470;-0,03;0,02
12,480;-0,02;0,02
12,490;-0,02;0,02
12,500;-0,02;0,02
12,510;-0,02;0,03
12,520;-0,01;0,03
12,530;-0,01;0,03
12,540;-0,01;0,03
12,550;-0,00;0,03
12,560;-0,00;0,03
12,570;0,00;0,04
12,580;0,01;0,04
12,590;0,01;0,04
12,600;0,01;0,04
12,610;0,02;0,04
12,620;0,02;0,04
12,630;0,02;0,05
12,640;0,03;0,05
12,650;0,03;0,05
12,660;0,03;0,05
12,670;0,03;0,06
12,680;0,04;0,06
12,690;0,04;0,06
12,700;0,04;0,06
12,710;0,04;0,06
12,720;0,05;0,06
12,730;0,05;0,07
12,740;0,05;0,07
12,750;0,05;0,07
12,760;0,05;0,07
12,770;0,06;0,07
12,780;0,06;0,08
12,790;0,06;0,08
12,800;0,06;0,08
12,810;0,06;0,08
12,820;0,06;0,08
12,830;0,07;0,09
12,840;0,07;0,09
12,850;0,07;0,09
12,860;0,07;0,09
12,870;0,07;0,09
12,880;0,07;0,09
12,890;0,07;0,09
12,900;0,07;0,09
12,910;0,07;0,09
12,920;0,07;0,09
12,930;0,07;0,09
12,940;0,07;0,09
12,950;0,07;0,09
12,960;0,07;0,09
12,970;0,07;0,09
12,980;0,07;0,09
12,990;0,07;0,09
13,000;0,07;0,09
13,010;0,07;0,09
13,020;0,07;0,09
13,030;0,07;0,09
13,040;0,07;0,09
13,050;0,07;0,09
13,060;0,06;0,09
13,070;0,06;0,09
13,080;0,06;0,09
13,090;0,06;0,08
13,100;0,06;0,08
13,110;0,06;0,08
13,120;0,05;0,08
13,130;0,05;0,08
13,140;0,05;0,08
13,150;0,05;0,08
13,160;0,04;0,07
13,170;0,04;0,07
13,180;0,04;0,07
13,190;0,04;0,07
13,200;0,03;0,07
13,210;0,03;0,07
13,220;0,03;0,06
13,230;0,03;0,06
13,240;0,02;0,06
13,250;0,02;0,06
13,260;0,02;0,05
13,270;0,01;0,05
13,280;0,01;0,05
13,290;0,01;0,05
13,300;0,01;0,05
13,310;0,00;0,04
13,320;-0,00;0,04
13,330;-0,00;0,04
13,340;-0,01;0,04
13,350;-0,01;0,03
13,360;-0,01;0,03
13,370;-0,02;0,03
13,380;-0,02;0,03
13,390;-0,02;0,02
13,400;-0,03;0,02
13,410;-0,03;0,02
13,420;-0,03;0,01
13,430;-0,04;0,01
13,440;-0,04;0,01
13,450;-0,04;0,00
13,460;-0,05;0,00
13,470;-0,05;-0,00
13,480;-0,05;-0,01
13,490;-0,06;-0,01
13,500;-0,06;-0,01
13,510;-0,06;-0,01
13,520;-0,07;-0,02
13,530;-0,07;-0,02
13,540;-0,07;-0,02
13,550;-0,08;-0,03
13,560;-0,08;-0,03
13,570;-0,08;-0,03
13,580;-0,09;-0,04
13,590;-0,09;-0,04
13,600;-0,09;-0,04
13,610;-0,09;-0,05
13,620;-0,10;-0,05
13,630;-0,10;-0,05
13,640;-0,10;-0,05
13,650;-0,10;-0,06
13,660;-0,10;-0,06
13,670;-0,11;-0,06
13,680;-0,11;-0,06
13,690;-0,11;-0,06
13,700;-0,11;-0,07
13,710;-0,11;-0,07
13,720;-0,11;-0,07
13,730;-0,11;-0,07
13,740;-0,11;-0,07
13,750;-0,12;-0,08
13,760;-0,12;-0,08
13,770;-0,12;-0,08
13,780;-0,12;-0,08
13,790;-0,12;-0,08
13,800;-0,12;-0,08
13,810;-0,12;-0,08
13,820;-0,12;-0,08
13,830;-0,12;-0,08
13,840;-0,12;-0,08
13,850;-0,12;-0,08
13,860;-0,12;-0,08
13,870;-0,12;-0,08
13,880;-0,12;-0,08
13,890;-0,13;-0,08
13,900;-0,13;-0,08
13,910;-0,13;-0,08
13,920;-0,13;-0,08
13,930;-0,13;-0,08
13,940;-0,12;-0,08
13,950;-0,12;-0,08
13,960;-0,12;-0,07
13,970;-0,12;-0,07
13,980;-0,12;-0,07
13,990;-0,12;-0,07
14,000;-0,12;-0,07
14,010;-0,12;-0,07
14,020;-0,12;-0,07
14,030;-0,12;-0,07
14,040;-0,12;-0,07
14,050;-0,12;-0,07
14,060;-0,11;-0,07
14,070;-0,11;-0,07
14,080;-0,11;-0,06
14,090;-0,11;-0,07
14,100;-0,11;-0,06
14,110;-0,11;-0,06
14,120;-0,11;-0,06
14,130;-0,10;-0,06
14,140;-0,10;-0,06
14,150;-0,10;-0,06
14,160;-0,10;-0,06
14,170;-0,09;-0,05
14,180;-0,09;-0,05
14,190;-0,09;-0,05
14,200;-0,08;-0,05
14,210;-0,08;-0,05
14,220;-0,08;-0,05
14,230;-0,08;-0,05
14,240;-0,08;-0,05
14,250;-0,07;-0,04
14,260;-0,07;-0,04
14,270;-0,07;-0,04
14,280;-0,07;-0,04
14,290;-0,06;-0,03
14,300;-0,06;-0,03
14,310;-0,06;-0,03
14,320;-0,05;-0,03
14,330;-0,05;-0,02
14,340;-0,05;-0,02
14,350;-0,05;-0,02
14,360;-0,04;-0,01
14,370;-0,04;-0,01
14,380;-0,04;-0,01
14,390;-0,03;-0,00
14,400;-0,03;-0,00
14,410;-0,03;0,00
14,420;-0,02;0,00
14,430;-0,02;0,01
14,440;-0,02;0,01
14,450;-0,01;0,01
14,460;-0,01;0,02
14,470;-0,01;0,02
14,480;-0,00;0,02
14,490;-0,00;0,03
14,500;0,00;0,03
14,510;0,00;0,03
14,520;0,01;0,04
14,530;0,01;0,04
14,540;0,02;0,04
14,550;0,02;0,05
14,560;0,02;0,05
14,570;0,03;0,05
14,580;0,03;0,05
14,590;0,03;0,06
14,600;0,03;0,06
14,610;0,04;0,06
14,620;0,04;0,06
14,630;0,04;0,07
14,640;0,04;0,07
14,650;0,05;0,07
14,660;0,05;0,07
14,670;0,05;0,07
14,680;0,05;0,07
14,690;0,06;0,07
14,700;0,06;0,08
14,710;0,06;0,08
14,720;0,06;0,08
14,730;0,06;0,08
14,740;0,07;0,08
14,750;0,07;0,08
14,760;0,07;0,08
14,770;0,07;0,09
14,780;0,07;0,09
14,790;0,07;0,09
14,800;0,07;0,09
14,810;0,08;0,09
14,820;0,08;0,09
14,830;0,08;0,09
14,840;0,08;0,09
14,850;0,08;0,09
14,860;0,08;0,09
14,870;0,08;0,09
14,880;0,08;0,09
14,890;0,08;0,09
14,900;0,08;0,09
14,910;0,08;0,09
14,920;0,08;0,09
14,930;0,08;0,09
14,940;0,08;0,09
14,950;0,08;0,09
14,960;0,08;0,08
14,970;0,08;0,08
14,980;0,07;0,08
14,990;0,07;0,08
15,000;0,07;0,08
15,010;0,07;0,08
15,020;0,07;0,08
15,030;0,07;0,08
15,040;0,07;0,08
15,050;0,07;0,08
15,060;0,07;0,07
15,070;0,06;0,07
15,080;0,06;0,07
15,090;0,06;0,07
15,100;0,06;0,06
15,110;0,06;0,06
15,120;0,05;0,06
15,130;0,05;0,06
15,140;0,05;0,06
15,150;0,04;0,05
15,160;0,04;0,05
15,170;0,04;0,05
15,180;0,03;0,05
15,190;0,03;0,05
15,200;0,03;0,04
15,210;0,02;0,04
15,220;0,02;0,04
15,230;0,02;0,04
15,240;0,01;0,03
15,250;0,01;0,03
15,260;0,01;0,03
15,270;0,00;0,03
15,280;-0,00;0,02
15,290;-0,01;0,02
15,300;-0,01;0,02
15,310;-0,01;0,02
15,320;-0,02;0,02
15,330;-0,02;0,01
15,340;-0,03;0,01
15,350;-0,03;0,01
15,360;-0,03;0,00
15,370;-0,04;0,00
15,380;-0,04;-0,00
15,390;-0,04;-0,00
15,400;-0,05;-0,01
15,410;-0,05;-0,01
15,420;-0,06;-0,01
15,430;-0,06;-0,01
15,440;-0,06;-0,02
15,450;-0,06;-0,02
15,460;-0,07;-0,02
15,470;-0,07;-0,03
15,480;-0,07;-0,03
15,490;-0,08;-0,03
15,500;-0,08;-0,03
15,510;-0,08;-0,03
15,520;-0,09;-0,04
15,530;-0,09;-0,04
15,540;-0,09;-0,04
15,550;-0,09;-0,04
15,560;-0,10;-0,05
15,570;-0,10;-0,05
15,580;-0,10;-0,05
15,590;-0,10;-0,05
15,600;-0,10;-0,06
15,610;-0,11;-0,06
15,620;-0,11;-0,06
15,630;-0,11;-0,06
15,640;-0,11;-0,06
15,650;-0,11;-0,07
15,660;-0,12;-0,07
15,670;-0,12;-0,07
15,680;-0,12;-0,07
15,690;-0,12;-0,07
15,700;-0,12;-0,07
15,710;-0,12;-0,07
15,720;-0,13;-0,07
15,730;-0,13;-0,08
15,740;-0,13;-0,08
15,750;-0,13;-0,08
15,760;-0,13;-0,08
15,770;-0,13;-0,08
15,780;-0,13;-0,08
15,790;-0,13;-0,08
15,800;-0,13;-0,08
15,810;-0,13;-0,09
15,820;-0,13;-0,09
15,830;-0,13;-0,09
15,840;-0,13;-0,09
15,850;-0,13;-0,09
15,860;-0,13;-0,09
15,870;-0,13;-0,09
15,880;-0,13;-0,09
15,890;-0,13;-0,09
15,900;-0,13;-0,09
15,910;-0,13;-0,09
15,920;-0,13;-0,09
15,930;-0,13;-0,08
15,940;-0,13;-0,08
15,950;-0,13;-0,08
15,960;-0,13;-0,08
15,970;-0,13;-0,08
15,980;-0,12;-0,08
15,990;-0,12;-0,08
16,000;-0,12;-0,08
16,010;-0,12;-0,08
16,020;-0,12;-0,08
16,030;-0,12;-0,07
16,040;-0,12;-0,07
16,050;-0,11;-0,07
16,060;-0,11;-0,07
16,070;-0,11;-0,06
16,080;-0,11;-0,06
16,090;-0,10;-0,06
16,100;-0,10;-0,06
16,110;-0,10;-0,06
16,120;-0,10;-0,05
16,130;-0,09;-0,05
16,140;-0,09;-0,05
16,150;-0,09;-0,04
16,160;-0,09;-0,04
16,170;-0,09;-0,04
16,180;-0,08;-0,04
16,190;-0,08;-0,04
16,200;-0,08;-0,03
16,210;-0,07;-0,03
16,220;-0,07;-0,03
16,230;-0,07;-0,03
16,240;-0,07;-0,02
16,250;-0,06;-0,02
16,260;-0,06;-0,02
16,270;-0,06;-0,02
16,280;-0,05;-0,01
16,290;-0,05;-0,01
16,300;-0,05;-0,01
16,310;-0,04;-0,01
16,320;-0,04;-0,00
16,330;-0,04;-0,00
16,340;-0,03;0,00
16,350;-0,03;0,01
16,360;-0,03;0,01
16,370;-0,02;0,01
16,380;-0,02;0,01
16,390;-0,02;0,02
16,400;-0,01;0,02
16,410;-0,01;0,02
16,420;-0,01;0,03
16,430;-0,00;0,03
16,440;-0,00;0,03
16,450;0,00;0,03
16,460;0,00;0,03
16,470;0,01;0,04
16,480;0,01;0,04
16,490;0,01;0,04
16,500;0,01;0,04
16,510;0,02;0,05
16,520;0,02;0,05
16,530;0,02;0,05
16,540;0,03;0,05
16,550;0,03;0,05
16,560;0,03;0,06
16,570;0,03;0,06
16,580;0,04;0,06
16,590;0,04;0,06
16,600;0,04;0,06
16,610;0,05;0,07
16,620;0,05;0,07
16,630;0,05;0,07
16,640;0,05;0,07
16,650;0,06;0,07
16,660;0,06;0,07
16,670;0,06;0,07
16,680;0,06;0,07
16,690;0,06;0,08
16,700;0,06;0,08
16,710;0,07;0,08
16,720;0,07;0,08
16,730;0,07;0,08
16,740;0,07;0,08
16,750;0,07;0,09
16,760;0,07;0,09
16,770;0,07;0,09
16,780;0,07;0,09
16,790;0,07;0,09
16,800;0,08;0,09
16,810;0,08;0,09
16,820;0,08;0,10
16,830;0,08;0,10
16,840;0,08;0,10
16,850;0,08;0,10
16,860;0,07;0,10
16,870;0,07;0,10
16,880;0,07;0,10
16,890;0,07;0,10
16,900;0,07;0,10
16,910;0,07;0,10
16,920;0,07;0,10
16,930;0,07;0,10
16,940;0,07;0,10
16,950;0,07;0,10
16,960;0,07;0,10
16,970;0,07;0,10
16,980;0,06;0,10
16,990;0,06;0,10
17,000;0,06;0,10
17,010;0,06;0,10
17,020;0,06;0,10
17,030;0,06;0,09
17,040;0,06;0,09
17,050;0,05;0,09
17,060;0,05;0,09
17,070;0,05;0,08
17,080;0,05;0,08
17,090;0,04;0,08
17,100;0,04;0,08
17,110;0,04;0,08
17,120;0,04;0,08
17,130;0,03;0,07
17,140;0,03;0,07
17,150;0,03;0,07
17,160;0,03;0,06
17,170;0,03;0,06
17,180;0,02;0,06
17,190;0,02;0,06
17,200;0,02;0,05
17,210;0,01;0,05
17,220;0,01;0,05
17,230;0,01;0,04
17,240;0,00;0,04
17,250;0,00;0,04
17,260;-0,00;0,03
17,270;-0,00;0,03
17,280;-0,01;0,03
17,290;-0,01;0,02
17,300;-0,01;0,02
17,310;-0,02;0,02
17,320;-0,02;0,01
17,330;-0,02;0,01
17,340;-0,03;0,01
17,350;-0,03;0,01
17,360;-0,03;0,00
17,370;-0,04;-0,00
17,380;-0,04;-0,00
17,390;-0,04;-0,00
17,400;-0,05;-0,01
17,410;-0,05;-0,01
17,420;-0,05;-0,01
17,430;-0,05;-0,02
17,440;-0,06;-0,02
17,450;-0,06;-0,02
17,460;-0,06;-0,02
17,470;-0,07;-0,02
17,480;-0,07;-0,03
17,490;-0,07;-0,03
17,500;-0,08;-0,03
17,510;-0,08;-0,03
17,520;-0,08;-0,04
17,530;-0,08;-0,04
17,540;-0,09;-0,04
17,550;-0,09;-0,04
17,560;-0,09;-0,04
17,570;-0,09;-0,04
17,580;-0,09;-0,04
17,590;-0,09;-0,05
17,600;-0,10;-0,05
17,610;-0,10;-0,05
17,620;-0,10;-0,05
17,630;-0,10;-0,05
17,640;-0,10;-0,05
17,650;-0,10;-0,05
17,660;-0,10;-0,05
17,670;-0,11;-0,06
17,680;-0,11;-0,06
17,690;-0,11;-0,06
17,700;-0,11;-0,06
17,710;-0,11;-0,06
17,720;-0,11;-0,06
17,730;-0,11;-0,06
17,740;-0,11;-0,07
17,750;-0,11;-0,07
17,760;-0,11;-0,07
17,770;-0,12;-0,07
17,780;-0,12;-0,07
17,790;-0,12;-0,07
17,800;-0,12;-0,07
17,810;-0,12;-0,07
17,820;-0,12;-0,07
17,830;-0,12;-0,07
17,840;-0,12;-0,07
17,850;-0,12;-0,07
17,860;-0,12;-0,08
17,870;-0,12;-0,08
17,880;-0,12;-0,08
17,890;-0,11;-0,08
17,900;-0,11;-0,08
17,910;-0,11;-0,08
17,920;-0,11;-0,08
17,930;-0,11;-0,08
17,940;-0,11;-0,08
17,950;-0,11;-0,07
17,960;-0,11;-0,07
17,970;-0,11;-0,07
17,980;-0,10;-0,07
17,990;-0,10;-0,07
18,000;-0,10;-0,06
18,010;-0,10;-0,06
18,020;-0,10;-0,06
18,030;-0,10;-0,06
18,040;-0,09;-0,06
18,050;-0,09;-0,06
18,060;-0,09;-0,05
18,070;-0,09;-0,05
18,080;-0,08;-0,05
18,090;-0,08;-0,05
18,100;-0,08;-0,04
18,110;-0,08;-0,04
18,120;-0,07;-0,04
18,130;-0,07;-0,04
18,140;-0,07;-0,03
18,150;-0,07;-0,03
18,160;-0,06;-0,03
18,170;-0,06;-0,03
18,180;-0,06;-0,02
18,190;-0,06;-0,02
18,200;-0,05;-0,02
18,210;-0,05;-0,02
18,220;-0,05;-0,01
18,230;-0,04;-0,01
18,240;-0,04;-0,01
18,250;-0,04;-0,01
18,260;-0,04;-0,00
18,270;-0,03;-0,00
18,280;-0,03;0,00
18,290;-0,03;0,00
18,300;-0,02;0,01
18,310;-0,02;0,01
18,320;-0,02;0,01
18,330;-0,01;0,01
18,340;-0,01;0,02
18,350;-0,01;0,02
18,360;-0,00;0,02
18,370;-0,00;0,02
18,380;0,00;0,03
18,390;0,00;0,03
18,400;0,01;0,03
18,410;0,01;0,03
18,420;0,01;0,04
18,430;0,02;0,04
18,440;0,02;0,04
18,450;0,02;0,05
18,460;0,03;0,05
18,470;0,03;0,05
18,480;0,03;0,06
18,490;0,03;0,06
18,500;0,03;0,06
18,510;0,04;0,06
18,520;0,04;0,07
18,530;0,04;0,07
18,540;0,04;0,07
18,550;0,05;0,07
18,560;0,05;0,08
18,570;0,05;0,08
18,580;0,05;0,08
18,590;0,05;0,08
18,600;0,06;0,08
18,610;0,06;0,09
18,620;0,06;0,09
18,630;0,06;0,09
18,640;0,06;0,09
18,650;0,06;0,09
18,660;0,07;0,09
18,670;0,07;0,09
18,680;0,07;0,09
18,690;0,07;0,09
18,700;0,07;0,10
18,710;0,07;0,10
18,720;0,07;0,10
18,730;0,07;0,10
18,740;0,07;0,10
18,750;0,07;0,10
18,760;0,07;0,10
18,770;0,08;0,10
18,780;0,08;0,10
18,790;0,08;0,10
18,800;0,08;0,10
18,810;0,08;0,10
18,820;0,08;0,10
18,830;0,08;0,10
18,840;0,08;0,10
18,850;0,08;0,10
18,860;0,08;0,10
18,870;0,08;0,10
18,880;0,08;0,10
18,890;0,08;0,10
18,900;0,07;0,10
18,910;0,07;0,10
18,920;0,07;0,09
18,930;0,07;0,10
18,940;0,07;0,09
18,950;0,07;0,09
18,960;0,07;0,09
18,970;0,06;0,09
18,980;0,06;0,09
18,990;0,06;0,09
19,000;0,06;0,08
19,010;0,06;0,08
19,020;0,05;0,08
19,030;0,05;0,08
19,040;0,05;0,08
19,050;0,04;0,07
19,060;0,04;0,07
19,070;0,04;0,07
19,080;0,04;0,07
19,090;0,03;0,06
19,100;0,03;0,06
19,110;0,03;0,06
19,120;0,03;0,06
19,130;0,02;0,05
19,140;0,02;0,05
19,150;0,02;0,05
19,160;0,01;0,05
19,170;0,01;0,04
19,180;0,00;0,04
19,190;0,00;0,04
19,200;-0,00;0,03
19,210;-0,01;0,03
19,220;-0,01;0,03
19,230;-0,02;0,03
19,240;-0,02;0,02
19,250;-0,02;0,02
19,260;-0,03;0,02
19,270;-0,03;0,02
19,280;-0,03;0,01
19,290;-0,03;0,01
19,300;-0,04;0,01
19,310;-0,04;0,01
19,320;-0,04;0,00
19,330;-0,04;0,00
19,340;-0,05;-0,00
19,350;-0,05;-0,00
19,360;-0,05;-0,01
19,370;-0,06;-0,01
19,380;-0,06;-0,01
19,390;-0,06;-0,02
19,400;-0,06;-0,02
19,410;-0,07;-0,02
19,420;-0,07;-0,02
19,430;-0,07;-0,02
19,440;-0,07;-0,03
19,450;-0,07;-0,03
19,460;-0,08;-0,03
19,470;-0,08;-0,03
19,480;-0,08;-0,03
19,490;-0,08;-0,04
19,500;-0,08;-0,04
19,510;-0,09;-0,04
19,520;-0,09;-0,04
19,530;-0,09;-0,05
19,540;-0,09;-0,05
19,550;-0,09;-0,05
19,560;-0,09;-0,05
19,570;-0,09;-0,06
19,580;-0,09;-0,06
19,590;-0,10;-0,06
19,600;-0,10;-0,06
19,610;-0,10;-0,06
19,620;-0,10;-0,06
19,630;-0,10;-0,07
19,640;-0,10;-0,07
19,650;-0,10;-0,07
19,660;-0,10;-0,07
19,670;-0,10;-0,07
19,680;-0,10;-0,07
19,690;-0,10;-0,07
19,700;-0,10;-0,07
19,710;-0,10;-0,08
19,720;-0,10;-0,08
19,730;-0,11;-0,08
19,740;-0,11;-0,08
19,750;-0,11;-0,08
19,760;-0,11;-0,08
19,770;-0,11;-0,08
19,780;-0,11;-0,08
19,790;-0,10;-0,08
19,800;-0,10;-0,08
19,810;-0,10;-0,08
19,820;-0,10;-0,08
19,830;-0,10;-0,08
19,840;-0,10;-0,08
19,850;-0,10;-0,08
19,860;-0,10;-0,08
19,870;-0,10;-0,08
19,880;-0,10;-0,08
19,890;-0,10;-0,08
19,900;-0,10;-0,08
19,910;-0,10;-0,08
19,920;-0,10;-0,08
19,930;-0,10;-0,07
19,940;-0,09;-0,07
19,950;-0,09;-0,07
19,960;-0,09;-0,07
19,970;-0,09;-0,07
19,980;-0,09;-0,07
19,990;-0,09;-0,06
20,000;-0,08;-0,06
20,010;-0,08;-0,06
20,020;-0,08;-0,06
20,030;-0,08;-0,05
20,040;-0,07;-0,05
20,050;-0,07;-0,05
20,060;-0,07;-0,05
20,070;-0,07;-0,04
20,080;-0,06;-0,04
20,090;-0,06;-0,04
20,100;-0,06;-0,03
20,110;-0,06;-0,03
20,120;-0,06;-0,03
20,130;-0,05;-0,02
20,140;-0,05;-0,02
20,150;-0,05;-0,02
20,160;-0,05;-0,02
20,170;-0,04;-0,01
20,180;-0,04;-0,01
20,190;-0,04;-0,01
20,200;-0,04;-0,01
20,210;-0,03;-0,00
20,220;-0,03;-0,00
20,230;-0,03;0,00
20,240;-0,03;0,00
20,250;-0,02;0,01
20,260;-0,02;0,01
20,270;-0,02;0,01
20,280;-0,01;0,02
20,290;-0,01;0,02
20,300;-0,01;0,02
20,310;-0,00;0,02
20,320;-0,00;0,03
20,330;0,00;0,03
20,340;0,00;0,03
20,350;0,01;0,03
20,360;0,01;0,03
20,370;0,01;0,03
20,380;0,02;0,04
20,390;0,02;0,04
20,400;0,02;0,04
20,410;0,03;0,05
20,420;0,03;0,05
20,430;0,03;0,05
20,440;0,04;0,05
20,450;0,04;0,06
20,460;0,04;0,06
20,470;0,04;0,06
20,480;0,05;0,06
20,490;0,05;0,07
20,500;0,05;0,07
20,510;0,06;0,07
20,520;0,06;0,07
20,530;0,06;0,07
20,540;0,06;0,08
20,550;0,07;0,08
20,560;0,07;0,08
20,570;0,07;0,08
20,580;0,07;0,08
20,590;0,07;0,08
20,600;0,07;0,09
20,610;0,08;0,09
20,620;0,08;0,09
20,630;0,08;0,09
20,640;0,08;0,09
20,650;0,08;0,09
20,660;0,09;0,10
20,670;0,09;0,10
20,680;0,09;0,10
20,690;0,09;0,10
20,700;0,09;0,10
20,710;0,09;0,10
20,720;0,09;0,10
20,730;0,09;0,10
20,740;0,09;0,10
20,750;0,09;0,10
20,760;0,09;0,10
20,770;0,08;0,10
20,780;0,08;0,10
20,790;0,08;0,10
20,800;0,08;0,10
20,810;0,08;0,10
20,820;0,08;0,10
20,830;0,08;0,09
20,840;0,08;0,09
20,850;0,08;0,09
20,860;0,07;0,09
20,870;0,07;0,09
20,880;0,07;0,09
20,890;0,07;0,09
20,900;0,07;0,08
20,910;0,07;0,08
20,920;0,06;0,08
20,930;0,06;0,08
20,940;0,06;0,08
20,950;0,05;0,08
20,960;0,05;0,07
20,970;0,05;0,07
20,980;0,05;0,07
20,990;0,05;0,07
21,000;0,05;0,06
21,010;0,04;0,06
21,020;0,04;0,06
21,030;0,04;0,06
21,040;0,04;0,05
21,050;0,03;0,05
21,060;0,03;0,05
21,070;0,03;0,05
21,080;0,03;0,04
21,090;0,03;0,04
21,100;0,02;0,04
21,110;0,02;0,04
21,120;0,02;0,03
21,130;0,02;0,03
21,140;0,01;0,03
21,150;0,01;0,03
21,160;0,01;0,02
21,170;0,00;0,02
21,180;0,00;0,02
21,190;-0,00;0,01
21,200;-0,01;0,01
21,210;-0,01;0,01
21,220;-0,01;0,00
21,230;-0,02;0,00
21,240;-0,02;-0,00
21,250;-0,02;-0,00
21,260;-0,03;-0,01
21,270;-0,03;-0,01
21,280;-0,03;-0,01
21,290;-0,04;-0,01
21,300;-0,04;-0,02
21,310;-0,04;-0,02
21,320;-0,05;-0,02
21,330;-0,05;-0,02
21,340;-0,05;-0,02
21,350;-0,06;-0,03
21,360;-0,06;-0,03
21,370;-0,06;-0,03
21,380;-0,06;-0,03
21,390;-0,07;-0,04
21,400;-0,07;-0,04
21,410;-0,07;-0,04
21,420;-0,08;-0,05
21,430;-0,08;-0,05
21,440;-0,08;-0,05
21,450;-0,08;-0,05
21,460;-0,09;-0,05
21,470;-0,09;-0,06
21,480;-0,09;-0,06
21,490;-0,09;-0,06
21,500;-0,09;-0,06
21,510;-0,10;-0,06
21,520;-0,10;-0,07
21,530;-0,10;-0,07
21,540;-0,10;-0,07
21,550;-0,10;-0,07
21,560;-0,10;-0,07
21,570;-0,10;-0,07
21,580;-0,10;-0,07
21,590;-0,10;-0,07
21,600;-0,10;-0,07
21,610;-0,10;-0,08
21,620;-0,11;-0,08
21,630;-0,11;-0,08
21,640;-0,11;-0,08
21,650;-0,11;-0,08
21,660;-0,11;-0,08
21,670;-0,11;-0,08
21,680;-0,11;-0,08
21,690;-0,11;-0,08
21,700;-0,11;-0,08
21,710;-0,11;-0,08
21,720;-0,11;-0,08
21,730;-0,11;-0,08
21,740;-0,11;-0,08
21,750;-0,11;-0,08
21,760;-0,11;-0,08
21,770;-0,11;-0,08
21,780;-0,11;-0,08
21,790;-0,11;-0,08
